Idade,Instisfeito,ViagemTrabalho,DistanciaMoradia,Educacao,Satisfacao,Genero,EnvolvimentoTrabalho,NivelTrabalho,SatisfacaoTrabalho,StatusCivil,SalarioMensal,TrabalhosAnteriores,TaxaPerformance,SatisfacaoColegas,Workbalance,AnosEmpresa,AnosMesmaPosicao,AnosUltimaPromocao,AnosComMemoGerente
55,Sim,Viaja_raramente,13,4,1,Masculino,4,4,3,Solteiro,13695,6,3,3,2,19,7,3,8
56,Nao,Viaja_raramente,23,3,4,Masculino,3,4,2,Casado,13402,4,3,1,3,19,16,15,9
34,Nao,Nao_viaja,26,1,1,Feminino,2,1,3,Divorciado,2029,1,4,3,3,5,4,0,0
40,Nao,Viaja_raramente,2,1,2,Feminino,4,2,3,Divorciado,6377,5,4,2,3,12,11,11,8
34,Nao,Viaja_raramente,29,3,2,Masculino,3,2,3,Casado,5429,4,3,1,3,8,7,7,7
31,Sim,Viaja_frequentemente,2,3,3,Feminino,2,1,4,Solteiro,2785,7,3,3,4,1,0,0,0
35,Sim,Viaja_frequentemente,18,4,4,Feminino,3,2,3,Casado,4614,0,3,3,2,4,2,3,2
38,Nao,Viaja_frequentemente,7,3,4,Masculino,4,1,3,Divorciado,2610,1,3,4,3,4,2,0,3
34,Nao,Viaja_raramente,2,4,3,Feminino,3,2,4,Solteiro,6687,1,3,4,4,14,11,4,11
28,Nao,Viaja_raramente,26,3,3,Masculino,2,2,1,Casado,4724,1,3,3,3,5,3,0,4
31,Sim,Viaja_raramente,22,4,4,Masculino,3,2,3,Casado,6179,1,3,4,2,10,2,6,7
39,Nao,Viaja_raramente,21,4,1,Masculino,2,2,4,Casado,6120,3,3,4,4,5,4,1,4
51,Nao,Viaja_frequentemente,2,3,2,Masculino,3,3,2,Casado,10596,2,3,2,3,4,2,3,2
41,Nao,Viaja_frequentemente,22,3,4,Feminino,3,2,4,Divorciado,5467,3,3,1,2,6,2,3,3
37,Nao,Viaja_raramente,4,1,3,Masculino,3,1,3,Casado,2996,7,3,4,3,6,4,1,3
33,Nao,Viaja_frequentemente,5,1,2,Masculino,3,2,4,Casado,9998,6,3,1,4,5,4,1,2
32,Nao,Viaja_raramente,2,1,3,Masculino,3,2,2,Casado,4078,0,3,1,2,3,2,1,2
39,Nao,Nao_viaja,25,2,3,Masculino,3,3,3,Casado,10920,3,4,2,3,6,4,0,5
25,Nao,Viaja_raramente,18,1,1,Masculino,4,2,3,Casado,6232,2,3,2,2,3,2,1,2
52,Nao,Viaja_frequentemente,28,2,4,Feminino,4,4,3,Casado,13247,2,3,2,2,5,3,0,2
43,Nao,Viaja_raramente,6,3,1,Feminino,2,2,3,Solteiro,4081,1,3,1,1,20,7,1,8
27,Nao,Viaja_raramente,10,3,4,Feminino,2,2,4,Casado,5769,1,3,4,3,6,2,4,4
27,Sim,Viaja_raramente,17,4,4,Feminino,3,1,3,Solteiro,2394,1,3,4,3,8,2,7,7
26,Nao,Viaja_raramente,2,1,1,Masculino,2,1,4,Solteiro,3904,0,3,4,3,4,3,1,1
42,Nao,Viaja_raramente,10,3,3,Feminino,3,4,1,Casado,16799,0,3,3,3,20,7,0,9
52,Nao,Viaja_raramente,8,4,3,Feminino,3,1,1,Casado,2950,9,3,3,1,5,4,0,4
37,Nao,Viaja_raramente,11,3,1,Feminino,3,1,3,Solteiro,3629,4,3,1,3,3,2,0,2
35,Nao,Viaja_frequentemente,18,2,3,Masculino,3,3,4,Solteiro,9362,2,3,3,3,2,2,2,2
25,Nao,Viaja_raramente,1,3,1,Masculino,3,1,4,Casado,3229,4,3,2,2,3,2,0,2
26,Nao,Viaja_raramente,7,3,3,Masculino,4,1,1,Solteiro,3578,0,3,4,3,7,7,0,7
29,Nao,Viaja_raramente,17,3,2,Masculino,2,3,1,Solteiro,7988,1,3,1,2,10,9,0,9
49,Sim,Viaja_frequentemente,28,2,1,Masculino,2,2,1,Solteiro,4284,3,4,1,3,4,3,1,3
29,Sim,Viaja_frequentemente,14,1,3,Feminino,3,3,4,Solteiro,7553,0,3,1,3,8,7,7,7
54,Nao,Viaja_raramente,1,3,4,Feminino,3,4,4,Solteiro,17328,6,3,4,2,20,7,12,7
58,Nao,Viaja_raramente,1,3,4,Feminino,3,5,1,Casado,19701,3,4,3,3,9,8,1,5
55,Nao,Viaja_raramente,1,4,2,Masculino,4,4,4,Divorciado,14732,2,3,4,4,7,7,0,0
36,Nao,Viaja_raramente,3,4,1,Feminino,3,2,2,Solteiro,9278,3,3,4,3,5,4,0,1
31,Sim,Viaja_frequentemente,1,4,2,Feminino,1,1,3,Solteiro,1359,1,3,2,3,1,0,0,0
30,Nao,Viaja_raramente,7,4,4,Feminino,3,2,1,Divorciado,4779,7,3,2,3,3,2,0,2
31,Nao,Viaja_raramente,8,5,1,Feminino,3,4,2,Solteiro,16422,3,3,3,4,3,2,1,0
34,Nao,Viaja_frequentemente,1,4,4,Masculino,3,1,1,Divorciado,2996,5,3,3,3,4,3,1,3
31,Sim,Viaja_raramente,8,3,1,Feminino,2,1,2,Solteiro,1261,1,3,3,4,1,0,0,0
27,Nao,Viaja_raramente,11,1,2,Masculino,3,1,1,Casado,2099,0,3,2,4,5,0,1,4
36,Nao,Viaja_raramente,4,4,1,Masculino,2,2,4,Solteiro,5810,1,3,3,2,10,4,1,8
36,Nao,Viaja_raramente,16,4,3,Feminino,2,2,1,Casado,5647,4,3,1,2,3,2,0,2
47,Nao,Viaja_raramente,1,3,1,Masculino,3,1,4,Casado,3420,7,3,3,2,6,5,1,2
25,Sim,Viaja_raramente,9,2,1,Masculino,2,1,1,Casado,4400,3,3,1,3,3,2,2,2
37,Nao,Nao_viaja,5,2,3,Masculino,4,1,3,Solteiro,3500,0,3,1,1,6,5,1,3
56,Nao,Viaja_raramente,1,2,1,Feminino,3,1,1,Casado,2066,2,4,4,4,3,2,1,0
47,Nao,Viaja_raramente,2,4,1,Feminino,3,4,3,Casado,17169,3,3,2,4,20,17,5,6
24,Nao,Viaja_raramente,4,1,4,Feminino,3,2,3,Casado,4162,1,3,3,3,5,4,0,3
32,Nao,Viaja_raramente,7,5,4,Masculino,3,2,4,Casado,9204,4,3,3,2,4,3,0,3
34,Nao,Viaja_raramente,1,3,4,Feminino,2,1,2,Casado,3294,5,3,1,2,5,4,0,2
41,Nao,Viaja_raramente,5,5,2,Masculino,4,1,3,Casado,2127,2,3,1,2,4,2,0,3
40,Nao,Nao_viaja,9,4,3,Masculino,3,2,3,Divorciado,3975,3,3,3,4,8,7,0,7
31,Nao,Viaja_raramente,8,2,1,Masculino,3,3,4,Divorciado,10793,1,3,1,3,13,7,9,9
46,Sim,Viaja_raramente,9,3,1,Masculino,3,3,4,Divorciado,10096,4,3,1,4,7,7,4,3
39,Sim,Nao_viaja,2,3,1,Feminino,2,1,1,Solteiro,3646,2,4,2,4,1,0,0,0
31,Sim,Viaja_frequentemente,1,5,3,Feminino,4,3,2,Solteiro,7446,1,3,1,3,10,8,4,7
45,Nao,Viaja_raramente,20,3,2,Masculino,1,3,1,Divorciado,10851,2,3,2,3,7,7,0,7
31,Nao,Viaja_raramente,8,2,4,Feminino,4,1,2,Solteiro,2109,9,3,4,3,3,2,0,2
31,Sim,Viaja_frequentemente,2,3,2,Masculino,3,1,4,Casado,3722,6,3,3,1,2,2,2,2
45,Nao,Viaja_raramente,29,3,2,Masculino,3,3,4,Casado,9380,4,3,4,4,3,1,1,2
48,Nao,Viaja_raramente,7,3,3,Masculino,3,2,1,Divorciado,5486,4,3,1,3,2,2,2,2
34,Sim,Viaja_raramente,9,4,1,Feminino,3,1,3,Casado,2742,1,3,4,3,2,2,2,2
40,Nao,Nao_viaja,8,1,4,Masculino,2,3,2,Divorciado,13757,2,3,3,3,9,8,4,8
28,Nao,Viaja_raramente,5,3,4,Masculino,3,2,1,Solteiro,8463,0,3,4,3,5,4,1,3
44,Nao,Nao_viaja,5,3,3,Masculino,2,1,3,Solteiro,3162,3,3,4,3,5,2,0,3
53,Nao,Viaja_raramente,2,3,4,Masculino,4,4,2,Solteiro,16598,4,3,2,2,9,8,8,8
49,Nao,Viaja_raramente,5,4,1,Masculino,3,2,3,Casado,6651,2,3,2,2,3,2,1,2
40,Nao,Viaja_raramente,2,3,3,Masculino,3,1,3,Divorciado,2345,2,3,3,4,3,1,1,2
44,Nao,Viaja_raramente,20,3,4,Masculino,3,1,2,Solteiro,3420,1,3,3,2,5,2,1,3
33,Nao,Viaja_frequentemente,7,3,4,Masculino,3,2,1,Casado,4373,0,3,1,3,4,3,0,3
34,Nao,Viaja_raramente,3,3,4,Masculino,1,2,1,Solteiro,4759,3,3,4,3,13,9,3,12
30,Nao,Viaja_raramente,16,1,4,Masculino,3,2,3,Casado,5301,8,3,3,2,2,1,2,2
42,Nao,Viaja_frequentemente,9,2,1,Feminino,3,1,4,Solteiro,3673,1,3,3,3,12,9,5,8
44,Nao,Viaja_frequentemente,1,5,1,Feminino,3,2,3,Casado,4768,7,3,3,2,1,0,0,0
30,Nao,Nao_viaja,7,3,3,Masculino,3,1,3,Divorciado,1274,1,3,2,2,1,0,0,0
57,Nao,Viaja_raramente,1,2,2,Masculino,4,2,3,Casado,4900,0,4,1,2,12,9,2,8
49,Nao,Viaja_raramente,7,4,3,Masculino,3,3,2,Divorciado,10466,3,3,2,3,8,7,0,7
34,Nao,Viaja_frequentemente,15,3,2,Masculino,3,4,1,Divorciado,17007,7,3,4,2,14,8,6,9
28,Sim,Viaja_frequentemente,1,3,1,Masculino,3,1,3,Casado,2909,3,3,4,4,3,2,1,2
29,Sim,Viaja_frequentemente,13,3,1,Feminino,3,2,2,Solteiro,5765,5,3,1,1,5,3,0,0
34,Sim,Viaja_raramente,24,4,1,Feminino,2,2,2,Solteiro,4599,0,4,3,4,15,9,10,10
35,Nao,Viaja_raramente,7,1,4,Masculino,3,1,3,Casado,2404,1,3,1,3,1,0,0,0
24,Sim,Viaja_frequentemente,9,3,2,Masculino,3,1,1,Solteiro,3172,2,3,3,2,0,0,0,0
24,Nao,Nao_viaja,13,2,4,Feminino,3,1,2,Casado,2033,1,3,3,3,1,0,0,0
44,Nao,Viaja_frequentemente,2,1,2,Masculino,3,3,3,Solteiro,10209,5,3,2,2,2,2,2,2
29,Nao,Viaja_raramente,19,3,3,Masculino,2,2,3,Divorciado,8620,1,3,3,3,10,7,0,4
30,Nao,Viaja_raramente,1,3,3,Masculino,3,1,3,Divorciado,2064,0,4,1,4,5,3,1,3
55,Nao,Viaja_raramente,4,4,4,Masculino,3,2,3,Casado,4035,0,3,2,3,3,2,1,2
33,Nao,Viaja_raramente,4,4,1,Feminino,2,1,2,Casado,3838,8,3,4,3,5,4,0,2
47,Nao,Viaja_raramente,14,3,3,Feminino,3,2,3,Casado,4591,3,3,3,2,5,4,1,2
28,Sim,Viaja_frequentemente,2,2,3,Masculino,2,1,1,Solteiro,2561,7,3,3,2,0,0,0,0
28,Nao,Viaja_raramente,1,3,1,Masculino,2,1,3,Divorciado,1563,1,3,4,1,1,0,0,0
28,Nao,Viaja_frequentemente,7,3,3,Masculino,3,2,1,Solteiro,4898,0,3,4,3,4,2,1,3
49,Nao,Viaja_raramente,3,2,3,Feminino,2,2,1,Casado,4789,4,4,1,3,3,2,1,2
29,Nao,Viaja_frequentemente,2,1,4,Feminino,3,1,2,Casado,3180,0,3,3,3,3,2,0,2
28,Nao,Viaja_raramente,29,1,3,Masculino,1,2,2,Casado,6549,1,3,2,2,8,6,1,7
33,Nao,Viaja_raramente,8,5,4,Masculino,3,2,3,Solteiro,6388,2,3,1,3,0,0,0,0
32,Nao,Viaja_raramente,10,3,3,Masculino,3,3,4,Solteiro,11244,2,4,2,4,5,2,0,0
54,Nao,Viaja_frequentemente,11,4,2,Feminino,3,4,4,Divorciado,16032,3,4,1,3,14,9,1,12
29,Sim,Viaja_raramente,1,4,1,Masculino,2,1,1,Solteiro,2362,6,3,3,1,9,7,0,7
44,Nao,Viaja_raramente,28,3,4,Masculino,3,4,1,Casado,16328,3,3,3,4,20,6,14,17
39,Nao,Viaja_raramente,6,3,2,Feminino,3,3,2,Solteiro,8376,4,3,4,3,2,0,2,2
46,Nao,Viaja_raramente,3,3,3,Feminino,3,4,2,Casado,16606,8,3,4,4,13,12,5,1
35,Nao,Viaja_raramente,16,3,4,Feminino,2,3,2,Solteiro,8606,1,3,4,1,11,8,3,3
23,Nao,Viaja_raramente,20,1,1,Masculino,3,2,3,Solteiro,2272,0,3,2,3,4,3,1,2
40,Sim,Viaja_raramente,9,4,4,Masculino,3,1,1,Solteiro,2018,3,3,2,1,5,4,1,0
34,Nao,Viaja_raramente,1,3,4,Masculino,2,3,3,Casado,7083,1,3,4,3,10,9,8,6
31,Sim,Viaja_frequentemente,3,3,4,Feminino,3,1,3,Solteiro,4084,1,3,1,1,7,2,7,7
50,Nao,Viaja_frequentemente,22,5,3,Masculino,1,4,4,Solteiro,14411,1,3,4,3,32,6,13,9
34,Nao,Viaja_raramente,7,2,2,Masculino,3,1,3,Casado,2308,0,4,2,3,11,10,5,7
42,Nao,Viaja_raramente,2,3,3,Masculino,2,1,2,Casado,4841,4,3,2,3,1,0,0,0
37,Nao,Viaja_raramente,13,3,1,Masculino,3,2,4,Casado,4285,1,3,1,3,10,8,3,7
29,Nao,Viaja_raramente,8,1,3,Feminino,1,2,1,Casado,9715,3,3,3,3,7,7,0,7
33,Nao,Viaja_raramente,25,3,4,Masculino,2,2,2,Solteiro,4320,1,3,4,3,5,3,0,2
45,Nao,Viaja_raramente,28,3,4,Masculino,3,1,4,Casado,2132,4,4,4,3,5,4,0,3
42,Nao,Viaja_frequentemente,2,3,4,Masculino,3,3,4,Casado,10124,2,3,3,1,20,8,13,9
40,Nao,Viaja_raramente,9,2,1,Masculino,3,2,1,Casado,5473,0,3,4,4,8,4,7,1
33,Nao,Viaja_raramente,28,4,2,Masculino,3,2,3,Casado,5207,1,3,2,3,15,14,5,7
40,Nao,Viaja_raramente,6,2,3,Masculino,3,4,4,Solteiro,16437,1,4,4,3,21,7,7,7
24,Nao,Viaja_raramente,21,2,3,Masculino,2,1,1,Divorciado,2296,0,3,2,3,1,1,0,0
40,Nao,Nao_viaja,8,2,4,Masculino,3,2,4,Divorciado,4069,3,3,3,3,2,2,2,2
45,Nao,Viaja_raramente,1,4,1,Masculino,3,3,2,Divorciado,7441,1,3,1,3,10,8,7,7
35,Nao,Viaja_raramente,28,4,2,Feminino,2,1,3,Casado,2430,0,4,1,3,5,3,4,2
32,Nao,Viaja_raramente,5,2,4,Feminino,2,2,2,Casado,5878,3,3,1,3,7,1,2,5
36,Nao,Viaja_raramente,2,4,3,Masculino,3,1,4,Solteiro,2644,3,4,4,2,3,2,1,2
48,Nao,Viaja_raramente,16,4,3,Feminino,3,2,3,Divorciado,6439,8,3,3,3,8,7,7,7
29,Nao,Viaja_raramente,9,3,3,Masculino,4,1,3,Casado,2451,6,3,1,2,1,0,0,0
33,Nao,Viaja_raramente,8,4,1,Masculino,3,2,1,Casado,6392,2,3,4,1,2,2,2,2
30,Sim,Viaja_raramente,1,3,2,Masculino,2,2,1,Casado,9714,1,3,4,3,10,8,6,7
38,Nao,Viaja_frequentemente,10,4,3,Masculino,3,2,3,Casado,6077,3,3,3,3,6,3,1,2
35,Nao,Viaja_raramente,1,3,4,Masculino,2,1,1,Solteiro,2450,1,3,2,3,3,0,1,2
30,Nao,Viaja_raramente,29,4,3,Masculino,3,3,2,Casado,9250,3,3,2,3,4,2,1,3
35,Sim,Viaja_raramente,2,3,1,Feminino,3,1,1,Divorciado,2074,1,3,4,3,1,0,0,0
53,Sim,Viaja_raramente,2,5,3,Feminino,2,3,4,Casado,10169,0,3,2,3,33,7,1,9
38,Sim,Viaja_raramente,2,3,3,Masculino,3,2,2,Casado,4855,4,3,1,3,5,2,1,4
32,Nao,Nao_viaja,1,4,4,Masculino,3,2,1,Casado,4087,4,3,2,2,6,5,1,2
48,Nao,Viaja_raramente,15,4,3,Feminino,3,1,1,Casado,2367,8,3,4,2,8,2,7,6
34,Nao,Viaja_raramente,7,4,1,Masculino,3,1,4,Solteiro,2972,1,3,3,1,1,0,0,0
55,Nao,Viaja_raramente,26,5,3,Masculino,2,5,4,Casado,19586,1,4,3,3,36,6,2,13
34,Nao,Viaja_raramente,1,4,2,Masculino,3,2,4,Casado,5484,9,3,2,2,2,2,2,1
26,Nao,Viaja_raramente,3,3,1,Feminino,3,1,4,Casado,2061,1,4,1,3,1,0,0,0
38,Nao,Viaja_raramente,14,3,3,Masculino,3,2,2,Casado,9924,0,3,4,3,9,8,7,7
38,Nao,Viaja_raramente,16,3,2,Feminino,3,2,2,Solteiro,4198,2,3,2,4,3,2,1,2
36,Nao,Viaja_raramente,1,4,2,Feminino,3,2,3,Solteiro,6815,6,3,1,3,1,0,0,0
29,Nao,Viaja_raramente,3,1,2,Masculino,3,1,1,Solteiro,4723,1,3,4,3,10,9,1,5
35,Nao,Viaja_raramente,10,4,1,Feminino,3,2,3,Solteiro,6142,3,3,3,3,5,2,0,4
39,Nao,Viaja_raramente,6,3,4,Masculino,4,3,3,Casado,8237,2,3,1,3,7,6,7,6
29,Nao,Viaja_frequentemente,2,1,1,Masculino,3,2,4,Divorciado,8853,1,3,4,4,6,4,1,3
50,Nao,Viaja_raramente,9,3,3,Masculino,3,5,3,Casado,19331,4,3,3,3,1,0,0,0
23,Nao,Viaja_raramente,10,3,4,Masculino,4,1,3,Casado,2073,2,3,4,3,2,2,2,2
36,Nao,Viaja_frequentemente,6,4,1,Masculino,4,2,1,Casado,5562,3,3,4,3,3,2,0,2
42,Nao,Viaja_raramente,9,2,4,Masculino,2,5,4,Solteiro,19613,8,4,4,3,1,0,0,1
35,Nao,Viaja_raramente,28,3,2,Masculino,4,2,3,Casado,3407,1,3,4,2,10,9,6,8
34,Nao,Viaja_frequentemente,10,4,4,Masculino,2,2,3,Casado,5063,1,3,2,2,8,2,7,7
40,Nao,Viaja_raramente,14,2,4,Feminino,3,2,1,Casado,4639,1,3,3,3,5,4,1,2
43,Nao,Viaja_raramente,27,3,4,Masculino,4,1,2,Divorciado,4876,5,3,3,3,6,4,0,2
35,Nao,Viaja_raramente,7,2,3,Masculino,2,1,4,Casado,2690,1,3,4,2,1,0,0,1
46,Nao,Viaja_raramente,1,4,4,Masculino,4,4,1,Solteiro,17567,1,3,2,1,26,0,0,12
28,Sim,Viaja_raramente,24,3,3,Masculino,3,1,2,Casado,2408,1,3,3,3,1,1,0,0
22,Nao,Nao_viaja,26,2,2,Feminino,2,1,3,Casado,2814,1,3,2,2,4,2,1,3
50,Nao,Viaja_frequentemente,20,5,2,Masculino,3,4,3,Casado,11245,2,3,3,3,30,8,12,13
32,Nao,Viaja_raramente,5,4,2,Feminino,4,1,4,Casado,3312,3,3,4,3,3,2,0,2
44,Nao,Viaja_raramente,7,3,2,Feminino,3,5,4,Divorciado,19049,0,3,4,2,22,7,1,10
30,Nao,Viaja_raramente,7,3,2,Masculino,2,1,2,Casado,2141,1,3,2,2,6,4,1,1
45,Nao,Viaja_raramente,5,5,3,Feminino,1,2,1,Solteiro,5769,1,3,1,3,10,7,1,4
45,Nao,Nao_viaja,26,3,1,Masculino,2,2,1,Casado,4385,1,3,1,3,10,7,4,5
31,Nao,Viaja_frequentemente,2,4,4,Masculino,3,2,1,Solteiro,5332,7,3,4,3,5,2,0,3
36,Nao,Viaja_raramente,12,4,3,Feminino,3,2,3,Casado,4663,9,3,2,3,3,2,1,1
34,Nao,Viaja_frequentemente,10,4,3,Masculino,4,2,4,Divorciado,4724,1,3,1,3,9,7,7,2
49,Nao,Viaja_raramente,25,4,3,Feminino,3,1,1,Casado,3211,1,3,4,2,9,6,1,4
39,Nao,Viaja_raramente,10,5,2,Masculino,3,2,1,Casado,5377,2,3,4,3,7,7,7,7
27,Nao,Viaja_raramente,19,3,4,Masculino,2,1,1,Divorciado,4066,1,3,1,3,7,7,0,7
35,Nao,Viaja_raramente,18,5,2,Masculino,4,2,1,Casado,5208,1,3,4,3,16,15,1,10
28,Nao,Viaja_raramente,27,3,2,Feminino,1,2,1,Divorciado,4877,0,4,2,2,5,3,0,0
21,Nao,Viaja_raramente,5,1,3,Masculino,3,1,4,Solteiro,3117,1,3,3,3,2,2,2,2
18,Sim,Viaja_frequentemente,3,2,2,Feminino,3,1,4,Solteiro,1569,1,3,3,4,0,0,0,0
47,Nao,Viaja_raramente,26,4,4,Feminino,3,5,3,Casado,19658,3,3,3,3,5,2,1,0
39,Nao,Viaja_raramente,3,2,3,Masculino,2,2,3,Divorciado,3069,0,3,4,3,10,8,0,7
40,Nao,Viaja_raramente,15,3,1,Feminino,2,3,3,Casado,10435,1,3,4,3,18,15,14,12
35,Nao,Nao_viaja,8,4,3,Feminino,3,2,3,Casado,4148,1,3,4,3,14,11,2,9
37,Nao,Viaja_raramente,19,3,3,Masculino,3,2,3,Casado,5768,3,3,1,2,4,3,0,2
39,Nao,Viaja_frequentemente,4,3,1,Feminino,3,2,3,Solteiro,5042,0,3,4,1,9,2,3,8
45,Nao,Viaja_raramente,2,2,4,Feminino,2,2,4,Divorciado,5770,1,3,1,3,10,7,3,9
38,Nao,Viaja_raramente,2,2,4,Feminino,2,3,3,Casado,7756,3,3,4,4,5,4,0,2
35,Sim,Viaja_raramente,10,3,4,Masculino,2,3,1,Casado,10306,9,3,3,3,13,12,6,0
37,Nao,Viaja_raramente,10,3,2,Feminino,3,1,2,Casado,3936,1,3,1,1,8,4,7,7
40,Nao,Viaja_raramente,16,3,3,Feminino,3,3,4,Solteiro,7945,6,3,4,2,4,2,3,3
44,Nao,Viaja_frequentemente,1,5,1,Masculino,3,2,4,Casado,5743,4,3,3,3,10,7,0,2
48,Nao,Viaja_frequentemente,4,5,3,Masculino,2,4,4,Casado,15202,2,4,2,3,2,2,2,2
35,Sim,Viaja_raramente,15,2,1,Masculino,1,2,4,Divorciado,5440,6,3,4,2,2,2,2,2
24,Nao,Viaja_frequentemente,2,1,1,Feminino,3,1,4,Solteiro,3760,1,3,3,3,6,3,1,3
27,Nao,Viaja_raramente,8,3,2,Feminino,4,1,3,Casado,3517,7,3,1,3,3,2,0,2
27,Nao,Viaja_frequentemente,2,3,4,Masculino,3,1,4,Solteiro,2580,2,3,3,2,4,2,1,2
40,Sim,Viaja_raramente,7,3,1,Masculino,3,1,1,Solteiro,2166,3,3,2,1,4,2,0,3
29,Nao,Viaja_raramente,10,3,3,Masculino,2,2,3,Solteiro,5869,9,3,3,3,5,2,1,4
36,Nao,Viaja_raramente,5,4,2,Feminino,3,3,1,Casado,8008,4,3,3,3,3,2,0,2
25,Nao,Viaja_frequentemente,2,1,4,Masculino,4,2,3,Divorciado,5206,1,3,3,3,7,7,0,7
39,Nao,Viaja_raramente,12,3,4,Masculino,3,2,2,Casado,5295,4,4,3,3,5,4,1,0
49,Nao,Viaja_raramente,22,4,1,Feminino,3,4,2,Casado,16413,3,3,2,3,4,2,1,2
50,Nao,Viaja_raramente,17,5,4,Feminino,2,3,1,Divorciado,13269,5,3,3,3,14,11,1,11
20,Nao,Viaja_raramente,2,3,3,Feminino,3,1,3,Solteiro,2783,1,3,1,3,2,2,2,2
34,Nao,Viaja_raramente,3,3,4,Feminino,3,2,2,Divorciado,5433,1,3,3,3,11,8,7,9
36,Nao,Viaja_raramente,7,3,1,Masculino,3,1,2,Solteiro,2013,2,3,3,3,4,3,1,3
49,Nao,Viaja_raramente,6,1,3,Feminino,2,4,3,Casado,13966,2,3,2,3,15,11,2,12
36,Nao,Nao_viaja,1,4,4,Feminino,2,2,3,Casado,4374,0,3,3,3,3,2,1,2
36,Nao,Viaja_raramente,3,2,4,Masculino,4,2,1,Divorciado,6842,6,4,1,3,5,4,0,4
54,Nao,Viaja_raramente,22,5,2,Feminino,3,4,3,Casado,17426,3,4,3,3,10,8,4,7
43,Nao,Viaja_raramente,15,2,3,Masculino,2,4,3,Casado,17603,1,4,1,3,14,10,6,11
35,Sim,Viaja_frequentemente,12,4,4,Masculino,3,2,4,Solteiro,4581,3,4,1,4,11,9,6,7
38,Nao,Viaja_frequentemente,1,3,4,Masculino,3,2,4,Casado,4735,7,3,4,4,13,11,2,9
29,Nao,Viaja_raramente,5,3,1,Masculino,2,2,2,Divorciado,4187,1,3,2,2,10,0,0,9
33,Nao,Viaja_raramente,2,4,4,Masculino,3,2,4,Divorciado,5505,1,3,3,3,6,2,0,4
32,Nao,Viaja_raramente,2,3,4,Masculino,3,2,2,Divorciado,5470,0,3,3,2,9,5,1,6
31,Nao,Viaja_raramente,5,4,1,Feminino,3,2,4,Casado,5476,1,3,1,3,10,0,0,2
49,Nao,Viaja_raramente,16,3,4,Feminino,3,1,1,Divorciado,2587,4,3,2,2,2,2,2,2
38,Nao,Viaja_frequentemente,2,3,4,Feminino,2,1,2,Solteiro,2440,1,4,2,3,4,3,3,3
47,Nao,Viaja_raramente,2,4,2,Feminino,4,4,2,Divorciado,15972,6,3,3,3,3,2,1,2
49,Nao,Viaja_raramente,1,3,3,Masculino,3,4,3,Solteiro,15379,4,3,1,3,8,7,0,0
41,Nao,Viaja_raramente,23,2,4,Masculino,3,3,3,Solteiro,7082,3,3,4,3,2,0,0,2
20,Nao,Viaja_raramente,9,1,4,Masculino,3,1,1,Solteiro,2728,1,3,1,3,2,2,0,2
33,Nao,Nao_viaja,16,3,3,Feminino,3,2,4,Divorciado,5368,1,4,3,3,6,5,1,2
36,Nao,Viaja_raramente,26,4,1,Masculino,3,2,3,Casado,5347,6,3,2,2,3,2,0,2
44,Nao,Viaja_raramente,1,3,3,Feminino,3,1,4,Divorciado,3195,4,3,1,3,2,2,2,2
23,Sim,Viaja_raramente,8,1,4,Masculino,2,1,3,Solteiro,3989,1,3,1,3,5,4,1,2
38,Nao,Viaja_raramente,4,2,4,Feminino,3,1,3,Casado,3306,7,3,4,2,0,0,0,0
53,Nao,Viaja_raramente,24,4,2,Masculino,4,3,4,Casado,7005,3,3,3,3,4,3,1,2
48,Sim,Viaja_frequentemente,7,2,4,Feminino,3,1,3,Casado,2655,2,3,3,3,9,7,7,7
32,Sim,Viaja_raramente,2,4,4,Masculino,3,1,2,Solteiro,1393,1,3,1,3,1,0,0,0
26,Nao,Nao_viaja,7,3,4,Masculino,3,1,4,Solteiro,2570,1,4,3,3,7,7,5,7
55,Nao,Viaja_raramente,22,3,1,Masculino,2,1,2,Divorciado,3537,5,3,4,3,4,2,1,2
34,Nao,Viaja_raramente,5,2,2,Masculino,2,2,4,Casado,3986,1,3,3,4,15,10,4,13
60,Nao,Viaja_raramente,1,4,3,Masculino,1,3,4,Divorciado,10883,3,4,3,4,1,0,0,0
33,Nao,Viaja_raramente,21,3,2,Masculino,4,1,2,Casado,2028,1,3,4,3,14,11,2,13
37,Nao,Viaja_frequentemente,1,4,3,Masculino,1,2,4,Divorciado,9525,1,3,3,2,6,3,1,3
34,Nao,Viaja_raramente,19,3,2,Feminino,2,1,4,Casado,2929,1,3,2,3,10,9,8,7
23,Sim,Viaja_raramente,7,3,3,Masculino,3,1,4,Divorciado,2275,1,4,2,3,3,2,0,2
44,Nao,Viaja_raramente,2,3,3,Feminino,4,3,4,Casado,7879,1,3,2,3,8,7,6,7
35,Nao,Viaja_frequentemente,2,4,1,Masculino,2,1,4,Solteiro,4930,0,3,3,4,5,4,1,4
43,Nao,Viaja_raramente,2,3,4,Masculino,3,2,4,Casado,7847,1,3,1,3,10,9,8,8
24,Nao,Viaja_raramente,9,3,3,Masculino,4,1,3,Casado,4401,1,3,4,3,5,3,0,4
41,Nao,Viaja_raramente,6,3,4,Masculino,3,3,3,Solteiro,9241,1,3,2,3,10,8,8,7
29,Nao,Viaja_raramente,9,4,4,Feminino,3,1,3,Casado,2974,9,3,3,3,5,3,1,2
